"Ref Évènement","Ref Lieu","Titre","Auteur","Interprète","Type","Horaires","Durée","Places Par Horaire","Lien Internet","Texte Accroche","Lien Image Accroche","Description","Image","Date MAJ"
"1","1","atelier danses urbaines","R.Style","R.Style","danse","samedi 17 février 16h; samedi 17 mars 16h; samedi 21 avril 16h; samedi 19 mai 16h; samedi 16 juin 16h","1H30","50","http://www.104.fr/fiche-evenement/rstyle-atelier-danses-urbaines.html","","https://drive.google.com/open?id=1c63pEjMLiGg-MlzYjqMduHvnYSShPwQn","Les danseurs de tout style et de tout niveau, mais aussi tous les curieux, sont invités à participer à cet atelier conçu comme un moment de partage et animé par un danseur professionnel et un dj.","","05/03/2018 13h00"
